,data
38650,"hổ pháchi em dam nay mau reu dc k shop, mau nay ken da qua"
38651,khách 867 get started
38652,Khách 5240: Có ảnh thật k shop
38653,"shop ơi váy này màu đen em mặc k đẹp lắm, shop đôi màu vòi voi cho em dc k ak"
38654,khách 8498 tra loi giup e
38655,khách 6459 sao làm ăn gì sống nhăn vậy
38656,khách 592 mẫu này có size hk shop
38657,khách 11889 ok
38658,khách 2527 e oi
38659,khách 6205 cho e sét này size s nhé
38660,khách 3860 size l bn kí mặc dc
38661,khách 863 còn mẫu này còn kg e
38662,khách 938 bao nhieu
38663,khách 2863 alo shop ơi
38664,khách 5143 shop oi
38665,hưng yến bên mình có đchi của e r mà
38666,khách 1742 sh ơi
38667,khách 12455 mà cho e hỏi áo này bn và chất liệu gì ạ
38668,kim di em đặt 1 khoác nude
38669,nga thanh dạ
38670,khách 942 sz l nha
38671,khách 738 đăng khoaxxxxx
38672,khách 663 liên hệ tư vấn viên
38673,khách 1333 qận tân phú
38674,khách 5257 shop cho e hỏi giá bnhiu v ạ
38675,oanh nguyễn e chốt đơn c 4 món đó nha
38676,"em nhận hàng nhưng ko đúng maaux e đặt , shop đổi lại cho e v
bữa e đặt  mẫu da cam mà nay lại nhận mẫu xanh này , shop ktra lại dùm e"
38677,khách 4521 dạ
38678,khách 387 shop oi
38679,37 34 đang van lãnh phan thiết bình thuận
38680,khách 719 nãy e gọi đc số hotline rồi có bạn nào đang kiểm tra
38681,khách 8037 ship bn z
38682,khách 6920 ok cj
38683,khách 741 sang chi ban cong viec ko nghe may duoc
38684,khách 704 chị ơi
38685,khách 8541 nhớ gọi cho em nha
38686,khách 9652 ok dc roi c
38687,khách 1180 e 1 mẫu này size l ak
38688,lâm khả hân còn ko ạ
38689,khách 2517 chi lay dam nay size m nha em
38690,khách 1318 e còn k
38691,khách 6198 dạ cám ơn shop
38692,khách 2242 bn v ạ
38693,khách 756 shop ơi gửi tiếp cho e mẫu này màu đổ đi ạ
38694,khách 374 ban oi
38695,crystal luu ok e
38696,khách 4549 dạ đúng rồi ạ
38697,khách 2574 chốt cho mình 1 cái đi
38698,khách 9127 dạ
38699,khách 8344 dạ c
38700,"cho em đổi màu lục bảo này lấy màu đỏ đc k , màu lục bảo làm tối da quá"
38701,thanh thủy nếu còn chốt giúp em 15a hồ văn huê phường 9 quận phú nhuận thuỷ xxxxx
38702,khách 732 thanks
38703,khách 725 cái này chi nt roi
38704,khách 7199 chị không có đơn trên live giá sao e
38705,khách 1440 con khong chi
38706,khách 7545 mấy kg đổ lại là vua x
38707,thuy huynh cho m 5chai nc hoa va 1q mã 11 z l 225k
38708,khách 4632 đúng rồi ạ
38709,khách 2678 có ai đang online để chat không
38710,"Shop giao sai màu cho e r, đặt màu hồng sao giao màu bạc"
38711,khách 1317 alo
38712,khách 1555 sét này còn ko ạ
38713,khách 5255 shop ơiiiiip
38714,khách 732 đầm này còn s ko ạ
38715,khách 742 205 185 đầm trắng còn 20k
38716,khách 771 buagiowf chị xài có một số ah
38717,khách 6812 chốt cho e nhe
38718,"em cho chị đổi set ca hoi này lấy set trắng với , chị k ưng set ca hoi này"
38719,khách 692 túi xách và mẫu như 2 hình sau còn k shop
38720,khách 875 qần đen size s còn k ạ
38721,khách 771 mai ca chiều
38722,khách 12483 nhưng mìh thích mẫu này quá nè
38723,khách 10265 mình đc đầm mà tại vị trí dây kéo có nhiều lỗ vải bị lủng
38724,khách 12893 giá bao nhiêu vậy shop
38725,khách 5581 dạ shop cho xin giá 2 mẫu này ạ
38726,khách 1423 gửi e size s với ạ
38727,khách 1440 quan size m
38728,khách 684 da
38729,khách 9616 shop ơi
38730,khách 387 alo shop
38731,khách 883 còn thì chốt e size s
38732,khách 911 chị chốt cho e nha
38733,"nay minh mới nhận hàng bên shop mà thay giao sai màu , shop hong sami lai cho e với"
38734,khách 9258 bao nhieu z shop
38735,nghiêm thị thanh trúc shop ơi mẫu này live t4 tuần rồi có gọi tên chốt đơn mà mãi không thấy ai gọi cho em
38736,khách 2893 shop ơi
38737,hoa hải đằng đầm đen và áo khoác hổng này lun đi e ơi
38738,khách 735 đơn của c bao nhiêu za
38739,khách 13223 shop ơi sao đặt trên lai chốt có tên mà ko thấy gọi điện quá lâu
38740,khách 482 điên cho bên mình mà k có ai nghe hết
38741,khách 5937 lần đầu tiên mua của shop chất vải thì cũng ok nhưng nhà may may cẩu thả may vải lót trong ống tay áo nhúm lại tréo ngoe ko mặc dc đính nút ở tay áo thì đính chồng lên lớp trong lớp ngoài tùm lum về ko thể xỏ thử dc luôn
38742,khách 4023 ok tks shop
38743,khách 4624 shop mẫu này còn k 56kg mặc zai gì
38744,khách 12777 đc đổi lại k
38745,khách 1124 giá bao nhiêu shop
38746,khách 782 hồng
38747,khách 4799 vải j vậy ạ
38748,"S ơi, gửi sai màu cho em rồii e đặt trắng gửi em màu xanh duong v"
38749,khách 1413 2 đầm này sai m
38750,khách 958 ok e
38751,khách 5406 alo
38752,khách 749 ok
38753,khách 661 chi oi sao ko thay ai check tn e lay si chi
38754,crystal luu xxxxx
38755,khách 9009 dạ chị
38756,khách 13072 dạ c
38757,khách 3501 hi
38758,"em mặc màu ngọc thạch này k hợp lắm, cho e đổi sang màu vang dc k s"
38759,"shop ơi váy này màu ngọc thạch em mặc k đẹp lắm, shop đôi màu trắng cho em dc k ak"
38760,khách 1290 còn thì lấy 2 mẫu này gửi địa chỉ cũ cho thảo
38761,diệu nguyễn p ơi đầm này còn k
38762,khách 2410 size m là tầm máy kg z
38763,khách 2695 e oi
38764,khách 1429 nơ và dây nịt sét này nè
38765,khách 9275 chào
38766,khách 666 số 18 sầm sơn p4 tân bìnhxxxxx trang ly
38767,khách 3719 ok ned
38768,khách 1333 trường thcs thpt trí đức cs3 quận tân phú sơn kì
38769,khách 766 mình mua cái túi
38770,khách 1375 co sz hok shop
38771,khách 10773 mẫu này bao nhiêu ạ
38772,khách 1145 2 này có size cỡ mấy kí trở lại shop
38773,khách 11307 giao cho mình 1 cái luôn nhé
38774,khách 2063 thế đc miễn ship ạ
38775,khách 5704 bao nhiêu ạ
38776,khách 8550 đầm m vừa nhận chiều nay mà bị lỗi sh sj
38777,khách 1832 lỗi rất nhiều shop oi
38778,trần thuỳ trang đặt hàng trên inbox
38779,khách 111 váy này shop còn k shop có size k ạ e k theo giỏi live dc
38780,khách 1055 còn m ko
38781,khách 892 e còn đầm này k
38782,khách 4718 neu con chốt cho m nhé shop
38783,khách 2822 bnhjiu ạ
38784,mỹ trang con tui nao hok e
38785,oanh nguyễn shop ơi cho e hỏi mẫu này mình còn cho e đổi dc k ạ hic e có đem đi hỏi thợ may lại dc hk nhưng thợ bảo hk đủ phần thịt vải để đạp lại đạp nữa ôm e mặc hk vừa
38786,khách 9050 đúng rồi e
38787,minh nhi áo màu hồng
38788,khách 3680 vag a
38789,"màu vàng này trên live nhạt mà sao về đậm quá shop, cho e đổi sang lam sam với"
38790,khách 2806 c ơi có gì liên lạc dùm e sốxxxxx fb lâm vy số đt kia e đang sửa
38791,khách 1359 dạ 44kg mặc size j vừa ạ
38792,khách 6444 chị oi
38793,khách 158 minh chot mau nau nay tren live roi
38794,"Sốp giao nhầm mâux cho e r , em đạt set long dao mà giao set do"
38795,khách 786 hôm qua c dặt 3 mẫu này nha e
38796,khách 8498 e co dat them ao trag ma van k thay goi c
38797,khách 2577 dạ ok chị
38798,khách 738 ok shop
38799,khách 7816 s có thể đổi mẫu này dc ko
38800,khách 1022 dạ z cho e lấy áo nay nha giá bao nhiu z a
38801,khách 659 phường bến thành
38802,khách 891 lấy cho m cái đó lun di
38803,"em mặc màu cam này k hợp lắm, cho e đổi sang màu xanh crôm dc k s"
38804,khách 397 khi tối c có chốt 1 sét nâu nữa e gửi 1 lần giúp c luôn mha
38805,khách 472 sét này còn k ạ
38806,khách 738 mình ck luôn nha shop
38807,bữa s chốt set đen cho e r mà sao h giao set ca hoi v
38808,"mình mặc size này k vừa , m đổi qua size S đc k shop"
38809,khách 8537 dêm hom shop co chôt cho e cai đâm 195k sao k thay ai gọi chôt đơn hêt z ạ
38810,khách 2613 xin chào
38811,khách 229 nt 2 ngày nay k thấy tl nới
38812,khách 878 get started
38813,khách 9083 e 50ki cao 1m53 mac size nào vua c
38814,khách 958 váy c nhận có lá xanh nào đâu e
38815,hay trả hàng
38816,crystal luu ok em
38817,khách 727 e ib mà ko thấy ai rep
38818,khách 1096 dchi sao ạ
38819,Bữa shop chốt em màu do tuoi rồi sao nay lại gửi màu đỏ vậy
38820,khách 1719 có ai đang online để chat không
38821,khách 9573 uhm em
38822,hunter citi get started
38823,khách 1003 50kg nhe shop
38824,khách 788 túi này bên mình còn k ạ
38825,khách 3199 shop oi
38826,khách 942 còn ko shop ơi
38827,"sop oi , nay minh nhạn hàng mà k đúng màu , shop xanh lá câyi lại cho m vơi"
38828,khách 6694 sét đó nhiu c
38829,mỹ trang alo
38830,khách 3068 giá bnhiu
38831,khách 876 2ao 1trag 1den voi cai quan den luon
38832,khách 3429 chưa e ơi nếu còn gửi cho c 1 set về số 20 đường nhà thờ họ lê xã diên lạc huyện diên khánh t khánh hoàxxxxx
38833,khách 2406 dạ
38834,khách 956 shop đã đi đơn set beo cho mình chưa hn mình vẫn chưa nhận đc hàng
38835,cẩm tiên dạ c chốt cho e đầm đỏ này size m và đầm 07 màu xanh size s e vừa đặt trên live của c phương đang live đc đọc tên rồi ạ
38836,"sốp ơi, cho em đổi màu này lấy màu ngoc thach đc k , em k thích màu này cho lắm"
38837,khách 707 có đơn xả size s hoặc m chị chốt giúp e với nha
38838,"ủa em ơi, c đặt sét do tham mà sao giao mẫu này cho c?"
38839,khách 808 mẩu chj hằng mặc còn kh ạ
38840,trần dương vay la bộ nay em có
38841,khách 6488 e oi
38842,khách 7402 mẫu này bnhiu thế ạ
38843,khách 6027 xin giá từng mẫu à
38844,khách 947 tui tră ng nha
38845,khách 3666 giá bao nhiêu
38846,khách 9967 c làm sao đổi cho em dc k
38847,"shop gui nham mau cho em r , em dat xanh mà shop giao cam chay"
38848,khách 722 m đi đơn lun nhé
38849,khách 11402 vậy giá sỉ lựa là bao nhiêu vậy bạn
38850,khách 639 c nặng 47 kg á
38851,khách 1537 em ơi c nhận đc váy bên e rồi rất đẹp c mua bên e hơn 10 váy váy náo động c cũng ưng vì rất đẹp
38852,shop dạ c lấy thì kèm e sđt địa chỉ e chốt cho c nha
38853,an an thấy hay chốt cho mình
38854,khách 1374 em gui cho chi dam nay sai m di nha
38855,khách 534 c mẫu cao nặng bnhiu ạ
38856,235 9 xom chieu f15 q4 e chot mau nay nha shop
38857,khách 12847 hôm qua chị mua dc mấy cái váy mấy cái quần bò vậy mà giờ bảo chị dc một cái váy là sao e
38858,khách 803 1403 xô viết nghệ tĩnh p hoà cường nam quận hải châu tp đà nẵng
38859,khách 1441 cho xin giá ạ
38860,khách 6459 ib liền giùm e với
38861,khách 49 chất liệu vải là gì vậy b
38862,khách 10314 ok e xxxxx
38863,khách 792 lấy cái đầm s nha shop
38864,khách 4210 gọi lại giúp e
38865,"e ơi, chị vừa nhận đầm mà thấy màu này k hợp với c,cho đỏi lấy vang đc kh e"
38866,bữa s chốt set nau sam cho e r mà sao h giao set nude v
38867,sao e chốt set rêu -mà giao em set xanh lá cây v shop
38868,khách 2536 còn thì e chốt 2 set ạ
38869,khách 917 vậy mình đặt lại mẫu này nha
38870,em dạt set caro trắng xanh chuối mà shop giao gì kỳ v
38871,khách 3477 hai bộ gấm đỏ xanh với set đen 230 size l hết nha e xxxxx
38872,khách 3914 ok e
38873,khách 3054 nhận được đầm nhà hằng rồi xinh lắm giá quá rẻ đi
38874,khách 8157 e ơi
38875,"Shop oi, sao gửi nhầm size cho em v, e lấy size m sao giao M"
38876,khách 10378 shop ơi
38877,khách 490 mâu nay con ko shop
38878,khách 1461 những mẫu này chị còn hả
38879,khách 2393 dạ chị
38880,khách 11479 c oi
38881,khách 910 đồ ok lắm sẽ ủng hộ shop dài dài
38882,"shop ơi váy này màu đen em mặc k đẹp lắm, shop đôi màu oải hương cho em dc k ak"
38883,khách 1284 mẫu này bao nhiu shop
38884,khách 438 e đang chờ nhận hàng của shop nhưng là mẫu khác
38885,khách 4478 alo s oi
38886,khách 360 c lấy thêm mẫu này nưa nha
38887,"nay minh nhan hang mà size m ben shop chat qua , m doi lai size S dc k"
38888,khách 945 alo
38889,khách 4521 có size k ạ
38890,khách 738 shop gửi bill dùm mình ck luôn nhé
38891,khách 771 69 pasteur p bến nghé q1
38892,kim di alo
38893,khách 161 dạ v gửi e size m nha
38894,khách 3869 có màu khac k ban
38895,khách 2816 đầm đẹp lắm ạ
38896,khách 4090 bn
38897,khách 738 shop thu cod du m mi nh nha
38898,chang vũ 1 hộp thì giá ship ntn e
38899,khách 793 và lấy cho mình áo ngực sza nhé
38900,Ủa shop sao em đặt size L mà giao size s cho em vậy
38901,"Mầu xanh lá này em thấy trên live nhạt mà về sáng quá , em đổi mầu khác nha shop"
38902,khách 12783 minh dat tren live hoai k dc
38903,khách 5198 mà set beo bị chật nhiều quá
38904,khách 2957 có ai đang online để chat không
38905,"sóp ơi giao sai mầu cho e r, em đặt mầu do giao màu nâu thế ạ"
38906,khách 509 mẫu bày shop còn k ạ
38907,"em cho chị đổi set vàng kim loại này lấy set trắng với , chị k ưng set vàng kim loại này"
38908,khách 10280 hello shop
38909,khách 772 sao ko thấy shop gọi điện chốt đơn vậy ạ
38910,phuong vo 2bộ này tối hum kia
38911,khách 896 cái này lấy màu cam như mẫu đang mặc cho mình nhé
38912,khách 5987 ok c nhé gửi e nhanh càng tốt ạ
38913,"shop gui nham mau cho em r , em dat vang kim loai mà shop giao den"
38914,chị đổi set này nha em
38915,khách 735 để c ck hết luôn nha
38916,khách 132 check inb e
38917,diệu nguyễn còn thì ship cho cxxxxx
38918,khách 6000 2 áo này có ai xã hay ko bắt máy chốt cho e với nha nếu ko có thì cho e hỏi có về lại nữa ko shop
38919,khách 758 áo sọc set đầm
38920,khách 357 eo bao nhieu mac vua
38921,"Mầu đỏ yên chi này em thấy trên live nhạt mà về sáng quá , em đổi mầu khác nha shop"
38922,kelly nguyen hom qua em co chot nhieu mau tren live ten la kelly nguyen va so phone o tren shop co the check dum em va gui hang dum em luon hom nay duoc ko tai em o ben my nen can hang de 2 ngay nua em gui dem qua my ạ
38923,khách 49 cho mình xem rõ ảnh chất liệu dc k
38924,khách 6714 dạ
38925,khách 2612 alo shop
38926,135a 10 trần phú noi dài p7 bạc liêu
38927,cindy suong gắn phần gót vô
38928,khách 439 cám ơn pé nhiud lắm lun ak
38929,"em mặc màu vàng kim loại này k hợp lắm, cho e đổi sang màu vang dc k s"
38930,khách 9511 vải j vậy chị
38931,khách 1320 hang minh dat may ma chua thay giao
38932,khách 922 c oi set nay con ko ạ
38933,khách 6373 còn đầm thì gọi cho e luôn ạ
38934,"S ơi, gửi sai màu cho em rồii e đặt xanh da trời gửi em màu cam v"
38935,khách 4695 mình mua size s nha
38936,khách 632 shop ơi mẫu này còn về nữa ko cho mình đc mua mẫu này với
38937,nguyễn hang chị có don giu hàng 1 cái túi tim màu hong em chuyển chung với hộp mứt luôn nha chị chuyển khoảng rồi
38938,khách 1038 quần này còn size 26 ko và đầm còn size s ko chị lấy
38939,"cho em đổi màu xám này lấy màu ho phach đc k , màu xám làm tối da quá"
38940,khách 705 da c
38941,khách 4734 dạ đúng r shop
38942,khách 464 e mua hàng bên mình nhiều rồi ak
38943,khách 1342 áo dài này còn k e ơi
38944,khách 61 alo
38945,khách 1486 hoa hồngxxxxx 91 lý thường kiệt thành phố cà mau
38946,khách 6003 hello
38947,khách 12298 cho e đổi cái khác nha
38948,khách 482 chốt đơn chủ nhật tới giờ rùi
38949,khách 1046 cao 1m57 nặng 55kg eo 73
38950,khách 10709 bao giá và chất liệu đi
38951,"Shop giao sai màu cho e r, đặt màu đỏ yên chi sao giao màu trắng"
38952,khách 731 c đăt 2 cái này có k e ơi
38953,khách 1904 có j còn gọi cho e vs ạ
